id,title,authors,categories,published_date,publisher,average_rating,ratings_count,page_count,description,thumbnail,info_link,preview_link
KpqPr9hLAeoC,Annual Report,Rockefeller Foundation,Uncategorized,1920,,,,1342,,http://books.google.com/books/content?id=KpqPr9hLAeoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=KpqPr9hLAeoC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=KpqPr9hLAeoC&q=health&dq=health&hl=&cd=329&source=gbs_api
hMZXAAAAMAAJ,Saint Jospeh Medical Herald,Unknown,Medicine,1926,,,,776,,http://books.google.com/books/content?id=hMZXAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=hMZXAAAAMAAJ&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=hMZXAAAAMAAJ&q=health&dq=health&hl=&cd=330&source=gbs_api
-YNIUsOQ3jkC,Government Gazette,Straits Settlements,Uncategorized,1925,,,,794,,http://books.google.com/books/content?id=-YNIUsOQ3jkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=-YNIUsOQ3jkC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=-YNIUsOQ3jkC&q=health&dq=health&hl=&cd=331&source=gbs_api
xkI4AAAAMAAJ,Calendar,University of Cape Town,Uncategorized,1922,,,,416,,http://books.google.com/books/content?id=xkI4AAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=xkI4AAAAMAAJ&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=xkI4AAAAMAAJ&pg=RA5-PA23&dq=health&hl=&cd=332&source=gbs_api
sr2R3m7jYLwC,Films and Other Materials for Projection,Library of Congress,Filmstrips,1977,,,,726,,http://books.google.com/books/content?id=sr2R3m7jYLwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=sr2R3m7jYLwC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=sr2R3m7jYLwC&pg=RA1-PA240&dq=health&hl=&cd=333&source=gbs_api
MVSXizMYXucC,Georgia Education Journal,Unknown,Education,1928,,,,434,,http://books.google.com/books/content?id=MVSXizMYXucC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=MVSXizMYXucC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=MVSXizMYXucC&q=health&dq=health&hl=&cd=334&source=gbs_api
ulA_wDDg0e0C,American Shoemaking,Unknown,Shoe industry,1928,,,,666,,http://books.google.com/books/content?id=ulA_wDDg0e0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=ulA_wDDg0e0C&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=ulA_wDDg0e0C&q=health&dq=health&hl=&cd=335&source=gbs_api
C-2vBYKpe20C,Journal of Education,Unknown,Education,1928,,,,808,,http://books.google.com/books/content?id=C-2vBYKpe20C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=C-2vBYKpe20C&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=C-2vBYKpe20C&q=health&dq=health&hl=&cd=336&source=gbs_api
e0HPjRsOb7MC,Kansas,Unknown,Kansas,1976,,,,588,,http://books.google.com/books/content?id=e0HPjRsOb7MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=e0HPjRsOb7MC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=e0HPjRsOb7MC&q=health&dq=health&hl=&cd=337&source=gbs_api
lF5rBgAAQBAJ,A Guide to Child Health,Michaela Glöckler,Health & Fitness,2013-09-19,Floris Books,,,414,"This acclaimed guide to children's physical, psychological and spiritual development is now available in a fourth revised edition. Combining up-to-date medical advice with issues of development and education, this is a definitive guide for parents. This is the book for anyone who has ever wanted a deeper understanding of their children's illnesses, or sought a more holistic approach to children's health. As well as comprehensively covering medical issues, it also discusses parenting techniques, education, spirituality and play -- a truly integrated approach to all aspects of raising healthy children in the broadest sense. The authors have over 20 years' experience treating children at Herdecke Hospital, Germany, which is run using anthroposophical principles. The fourth edition includes updates on treatments for tonsilitis, croup, sunstroke and headlice. The section on vaccinations includes the latest recommendations including measles, meningococcal and HPV. There is also a new section on electromagnetic pollution, including mobile (cell) phones.",http://books.google.com/books/content?id=lF5rBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=lF5rBgAAQBAJ&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=lF5rBgAAQBAJ&printsec=frontcover&dq=health&hl=&cd=338&source=gbs_api
m4wV-BYgpI8C,The Literary Digest,"Edward Jewitt Wheeler, Isaac Kaufman Funk, William Seaver Woods, Arthur Stimson Draper, Wilfred John Funk",Literature,1917,,,,988,,http://books.google.com/books/content?id=m4wV-BYgpI8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=m4wV-BYgpI8C&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=m4wV-BYgpI8C&pg=PA708&dq=health&hl=&cd=339&source=gbs_api
B1vE_8exfB0C,Global Public Health Communication,Muhiuddin Haider,Business & Economics,2005,Jones & Bartlett Learning,,,492,"Public health officials are constantly dispensing important health information to the masses through various media outlets. This comprehensive, practical new book teaches important skills and techniques to communicate public health issues effectively, including: health communication in emergency preparedness; the importance of social marketing techniques; public-private partnerships; building direct links between communication and health service delivery by way of pragmatic strategies; maximizing information reach through interdisciplinary planning; and much more.",http://books.google.com/books/content?id=B1vE_8exfB0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=B1vE_8exfB0C&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=B1vE_8exfB0C&printsec=frontcover&dq=health&hl=&cd=340&source=gbs_api
GT8WMOYPNvYC,Parliamentary Debates,Western Australia. Parliament,Uncategorized,1954,,,,1296,,http://books.google.com/books/content?id=GT8WMOYPNvYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=GT8WMOYPNvYC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=GT8WMOYPNvYC&pg=PA2009&dq=health&hl=&cd=341&source=gbs_api
9KCh4TaRNmwC,The Weekly Review,Unknown,Uncategorized,1920,,,,680,,http://books.google.com/books/content?id=9KCh4TaRNmwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=9KCh4TaRNmwC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=9KCh4TaRNmwC&q=health&dq=health&hl=&cd=342&source=gbs_api
32HC0gjfd3MC,Municipal Activities,Cincinnati (Ohio). City Manager's Office,Cincinnati (Ohio),1927,,,,814,,http://books.google.com/books/content?id=32HC0gjfd3MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=32HC0gjfd3MC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=32HC0gjfd3MC&q=health&dq=health&hl=&cd=343&source=gbs_api
kKHtKkXD2vsC,"Adkins v. Annapolis Hospital, 420 MICH 87 (1984)",Unknown,Uncategorized,1984,,,,62,70193,http://books.google.com/books/content?id=kKHtKkXD2vsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=kKHtKkXD2vsC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=kKHtKkXD2vsC&q=health&dq=health&hl=&cd=344&source=gbs_api
jWBLAAAAMAAJ,The American National Red Cross,Sarah Elizabeth Pickett,Uncategorized,1923,,,,232,,http://books.google.com/books/content?id=jWBLAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=jWBLAAAAMAAJ&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=jWBLAAAAMAAJ&q=health&dq=health&hl=&cd=345&source=gbs_api
nG7VTXn0zEAC,Dental Roster,Unknown,Uncategorized,1927,,,,1142,,http://books.google.com/books/content?id=nG7VTXn0zEAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=nG7VTXn0zEAC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=nG7VTXn0zEAC&q=health&dq=health&hl=&cd=346&source=gbs_api
FOJKAAAAMAAJ,Votes and Proceedings,New York (State). Legislature. Senate,New York (State),1929,,,,796,Includes special sessions.,http://books.google.com/books/content?id=FOJKAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=FOJKAAAAMAAJ&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=FOJKAAAAMAAJ&q=health&dq=health&hl=&cd=347&source=gbs_api
xGLOAAAAMAAJ,Journal of the Western Society of Engineers,"Western Society of Engineers (Chicago, Ill.)",Engineering,1925,,,,836,,http://books.google.com/books/content?id=xGLOAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=xGLOAAAAMAAJ&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=xGLOAAAAMAAJ&q=health&dq=health&hl=&cd=348&source=gbs_api
h3MdqdxNolUC,Locomotive Engineers Journal,Unknown,Labor unions,1928,,,,956,,http://books.google.com/books/content?id=h3MdqdxNolUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=h3MdqdxNolUC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=h3MdqdxNolUC&q=health&dq=health&hl=&cd=349&source=gbs_api
BwQAAAAAMBAJ,Vegetarian Times,Unknown,Uncategorized,2004-11,,4.5,2,144,"To do what no other magazine does: Deliver simple, delicious food, plus expert health and lifestyle information, that's exclusively vegetarian but wrapped in a fresh, stylish mainstream package that's inviting to all. Because while vegetarians are a great, vital, passionate niche, their healthy way of eating and the earth-friendly values it inspires appeals to an increasingly large group of Americans. VT's goal: To embrace both.",http://books.google.com/books/content?id=BwQAAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=BwQAAAAAMBAJ&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=BwQAAAAAMBAJ&printsec=frontcover&dq=health&hl=&cd=350&source=gbs_api
A58HEmhs8GkC,Telephone Directory,"University of California, Los Angeles",Uncategorized,1988,,,,216,,http://books.google.com/books/content?id=A58HEmhs8GkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=A58HEmhs8GkC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=A58HEmhs8GkC&q=health&dq=health&hl=&cd=351&source=gbs_api
uUZ_4S-BAGgC,American Monthly Review of Reviews,Albert Shaw,"Periodicals, English",1928,,,,1320,,http://books.google.com/books/content?id=uUZ_4S-BAGgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=uUZ_4S-BAGgC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=uUZ_4S-BAGgC&q=health&dq=health&hl=&cd=352&source=gbs_api
K7epjHiZlOAC,The Civil Service Year Book,Unknown,Civil service,1959,,,,1196,,http://books.google.com/books/content?id=K7epjHiZlOAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=K7epjHiZlOAC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=K7epjHiZlOAC&pg=RA4-PA141&dq=health&hl=&cd=353&source=gbs_api
93f6r96zZPsC,The Weekly Notes,Frederick Pollock,Law,1925,,,,480,,http://books.google.com/books/content?id=93f6r96zZPsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=93f6r96zZPsC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=93f6r96zZPsC&q=health&dq=health&hl=&cd=354&source=gbs_api
0Riu0AEACAAJ,Health Inequality,"Mel Bartley, Michelle Kelly-Irving",Social Science,2025-01-28,Polity,,,0,"The persistence of stark health inequalities in today’s world is painfully clear to see, not least in the effects of the Covid-19 pandemic and falling life expectancy in many parts of the world. How can we advance our understanding of the full extent of health inequality, what drives it, and ways to address it? The third edition of this popular book closely examines the influence of social class, gender, and race/ethnicity (among other issues) on health in the light of broad macro-political contexts. The classic behavioural, psychosocial, and material approaches to health and their embodiment within a life-course perspective are introduced but, importantly, are also re-situated within the growing understanding of the commercial and political determinants of health. Bartley and Kelly-Irving draw on extensive new evidence that shows how the chances for everyone to lead a long and healthy life depend on where power lies to control health-damaging policies and introduce health-promoting ones. Health Inequality will continue to be essential reading for students taking courses in the sociology of health and illness, social policy and welfare, health sciences, public health and epidemiology and all those interested in understanding the consequences of social inequality for health.",http://books.google.com/books/content?id=0Riu0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=0Riu0AEACAAJ&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=0Riu0AEACAAJ&dq=health&hl=&cd=355&source=gbs_api
EhdDax7_ULIC,Reproductive Health,Barbara A. Anderson,Health & Fitness,2005,Jones & Bartlett Learning,,,260,"This text approaches women's and men's health in a balanced, interactive approach by presenting case studies that link program and policy issues to practical experiences. This text also addresses: global action and advocacy, sexuality, family decisions, factors undermining reproductive health, and controversial contemporary issues.",http://books.google.com/books/content?id=EhdDax7_ULIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=EhdDax7_ULIC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=EhdDax7_ULIC&printsec=frontcover&dq=health&hl=&cd=356&source=gbs_api
0ctJwFLPnskC,"Municipal Journal, Public Works Engineer and Contractors' Guide",Unknown,Uncategorized,1937,,,,770,,http://books.google.com/books/content?id=0ctJwFLPnskC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=0ctJwFLPnskC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=0ctJwFLPnskC&q=health&dq=health&hl=&cd=357&source=gbs_api
hIs-rKNyoLsC,How to Teach General Science,Joseph Otto Frank,Science,1926,,,,264,,http://books.google.com/books/content?id=hIs-rKNyoLsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=hIs-rKNyoLsC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=hIs-rKNyoLsC&q=health&dq=health&hl=&cd=358&source=gbs_api
5wxKAAAAMAAJ,Annual Report ...,University of Colorado (Boulder campus). Division of University Extension,Uncategorized,1925,,,,100,,http://books.google.com/books/content?id=5wxKAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=5wxKAAAAMAAJ&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=5wxKAAAAMAAJ&q=health&dq=health&hl=&cd=359&source=gbs_api
LLtRAAAAMAAJ,Abstracts of Theses,Unknown,"Dissertations, Academic",1928,,,,464,,http://books.google.com/books/content?id=LLtRAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=LLtRAAAAMAAJ&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=LLtRAAAAMAAJ&q=health&dq=health&hl=&cd=360&source=gbs_api
0SXFpO3b8BsC,California. Court of Appeal (5th Appellate District). Records and Briefs,California (State).,Law,,,,,86,,http://books.google.com/books/content?id=0SXFpO3b8BsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=0SXFpO3b8BsC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=0SXFpO3b8BsC&q=health&dq=health&hl=&cd=361&source=gbs_api
DlufzSdEprUC,Adventure,Unknown,Adventure stories,1918,,,,600,,http://books.google.com/books/content?id=DlufzSdEprUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://play.google.com/store/books/details?id=DlufzSdEprUC&source=gbs_api,http://books.google.com/books?id=DlufzSdEprUC&pg=RA1-PP1&dq=health&hl=&cd=362&source=gbs_api
Sd6uUZ-vegwC,The Eastern Underwriter,Unknown,Fire insurance,1929,,,,606,,http://books.google.com/books/content?id=Sd6uUZ-vegwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=Sd6uUZ-vegwC&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=Sd6uUZ-vegwC&q=health&dq=health&hl=&cd=363&source=gbs_api
egQAAAAAMBAJ,Vegetarian Times,Unknown,Uncategorized,2002-10,,3,1,128,"To do what no other magazine does: Deliver simple, delicious food, plus expert health and lifestyle information, that's exclusively vegetarian but wrapped in a fresh, stylish mainstream package that's inviting to all. Because while vegetarians are a great, vital, passionate niche, their healthy way of eating and the earth-friendly values it inspires appeals to an increasingly large group of Americans. VT's goal: To embrace both.",http://books.google.com/books/content?id=egQAAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=egQAAAAAMBAJ&dq=health&hl=&source=gbs_api,http://books.google.com/books?id=egQAAAAAMBAJ&printsec=frontcover&dq=health&hl=&cd=364&source=gbs_api
